Run,Accuracy,MCC,AUROC,AUPRC
1,0.8293460925039873,0.6434048095332693,0.9386631299734747,0.9173339989086869
2,0.8548644338118022,0.6955866939543669,0.9390769230769231,0.9198698650604228
3,0.8373205741626795,0.6575003264482381,0.9270981432360743,0.9017409045988237
