critic_loss,generator_loss,wasserstein,real_score,fake_score,gp
-1.397925,-0.12323638,1.4952979,1.5563517,0.061053794,0.00973729
-1.0844953,-0.21176092,1.1899408,1.3138273,0.12388645,0.010544552
-1.0290966,-0.13316369,1.1349635,1.2975732,0.1626097,0.010586695
-1.1518959,-0.088824965,1.2195477,1.3644075,0.1448598,0.006765187
-1.2280792,-0.20225754,1.3153397,1.3266771,0.011337454,0.008726046
-1.2340654,-0.22152162,1.3322005,1.4116004,0.079399824,0.009813514
-1.169328,-0.14173016,1.2265599,1.3726096,0.14604971,0.0057231854
-1.1288997,-0.08188866,1.2220806,1.4178685,0.19578788,0.009318091
-1.0360336,-0.09941123,1.1085994,1.2208545,0.112255104,0.0072565773
-1.105114,-0.17959976,1.1938355,1.3811638,0.18732832,0.008872149
-1.3189878,-0.12543091,1.3991883,1.4890674,0.089879155,0.008020038
-1.1493131,-0.13162437,1.235009,1.3935547,0.15854569,0.008569586
-1.1203768,-0.20492312,1.2059089,1.3371551,0.13124618,0.008553203
-0.93337876,-0.13677302,1.0220852,1.2164605,0.19437525,0.0088706445
-1.3926256,-0.08545017,1.4822838,1.6688564,0.1865725,0.008965823
-1.0896446,-0.19657362,1.1910555,1.4227388,0.23168327,0.010141093
-1.2229486,-0.1231476,1.3365608,1.5340636,0.19750278,0.011361226
-1.316683,-0.13736627,1.4171678,1.5515379,0.13437009,0.010048475
-1.2302451,-0.18092997,1.2738845,1.4237669,0.14988227,0.0043639443
-1.1876874,-0.24364528,1.2775195,1.3549187,0.07739921,0.00898321
-1.3008561,-0.208051,1.4126737,1.5464783,0.13380453,0.01118176
-1.2131199,-0.24819745,1.2885431,1.4685782,0.1800351,0.0075423266
-1.2064967,-0.2576488,1.2921666,1.5909958,0.29882923,0.008566989
-1.3138938,-0.33515736,1.4060738,1.4741343,0.06806052,0.009218002
-1.1553283,-0.29175544,1.2441342,1.5284111,0.28427702,0.008880587
-1.2274286,-0.23026296,1.3225013,1.4914814,0.16898012,0.009507275
-1.1836892,-0.28279406,1.2764373,1.583163,0.3067258,0.009274803
-1.081599,-0.309627,1.1984066,1.5267074,0.32830083,0.011680752
-1.0454131,-0.33003634,1.1305892,1.4668472,0.33625787,0.008517608
-1.1950871,-0.25545347,1.2715307,1.5547034,0.28317264,0.0076443674
-1.2404143,-0.28641596,1.2961872,1.6380335,0.34184635,0.005577293
-1.2195868,-0.12580274,1.2998693,1.4874356,0.18756634,0.008028244
-1.059322,-0.29591972,1.1743937,1.4663072,0.29191357,0.011507168
-1.1340127,-0.37023947,1.2207525,1.5442287,0.32347614,0.008673982
-1.2701211,-0.24478425,1.3643675,1.5496951,0.1853277,0.00942464
-1.2121485,-0.21384284,1.3247747,1.6401458,0.31537104,0.011262616
-1.0047418,-0.28154486,1.1035564,1.4899654,0.3864091,0.009881457
-1.0033076,-0.37209713,1.1034502,1.4315063,0.32805607,0.010014256
-1.1319474,-0.24603915,1.2288432,1.568274,0.33943084,0.00968958
-1.106039,-0.47851804,1.2053918,1.5793726,0.3739809,0.009935271
-1.0202659,-0.2779249,1.0982124,1.3990148,0.30080247,0.0077946465
-1.2310252,-0.4254378,1.3486081,1.6544628,0.30585468,0.011758292
-1.0687225,-0.34830695,1.1695842,1.5007138,0.33112967,0.010086168
-1.1820126,-0.30353326,1.2712384,1.4768457,0.20560734,0.008922588
-1.0079832,-0.25011587,1.1313508,1.5040774,0.37272668,0.012336751
-1.2982563,-0.19545,1.368686,1.6729869,0.30430093,0.0070429663
-1.0695819,-0.2867036,1.1656237,1.4347692,0.2691455,0.009604184
-1.4162211,-0.17330012,1.5238245,1.7285566,0.20473218,0.010760328
-1.2537001,-0.21611893,1.3764391,1.5246425,0.14820343,0.012273893
-1.2105707,-0.26337922,1.3144432,1.5771624,0.26271915,0.010387255
-1.0766246,-0.29139036,1.1856232,1.3943484,0.20872521,0.010899853
-1.3118168,-0.32194012,1.4071522,1.6470466,0.23989435,0.009533534
-1.1409192,-0.25031772,1.2017261,1.562901,0.36117494,0.0060806843
-1.1694901,-0.32288536,1.2635808,1.5439143,0.2803335,0.009409068
-1.1769269,-0.29292667,1.2409368,1.5135669,0.27263004,0.0064009903
-1.2063073,-0.33237028,1.2762749,1.5632012,0.28692624,0.00699676
-1.0619334,-0.2505266,1.1799812,1.409831,0.22984976,0.01180478
-1.1542122,-0.21265456,1.2579802,1.4840169,0.22603671,0.010376803
-1.319303,-0.19430304,1.4460124,1.699301,0.2532886,0.012670938
-1.3775053,-0.32096475,1.4628041,1.5761042,0.11330011,0.008529882
-1.1299696,-0.22383276,1.1816618,1.3938442,0.21218243,0.0051692277
-1.3067906,-0.25931397,1.4015598,1.6573586,0.25579882,0.009476922
-1.3830334,-0.28806764,1.4357289,1.6808847,0.24515586,0.0052695554
-1.2194989,-0.35508245,1.3460994,1.6151079,0.26900858,0.012660047
