critic_loss,generator_loss,wasserstein,real_score,fake_score,gp
-1.4252751,-0.52794135,1.5495441,2.0939054,0.54436135,0.012426902
-1.2137656,-0.5122012,1.2952272,1.8248794,0.52965224,0.0081461575
-1.2518662,-0.50295436,1.3390527,1.8849266,0.54587394,0.008718645
-1.2846773,-0.609772,1.3662734,1.8760958,0.5098224,0.008159611
-1.227854,-0.5762268,1.2982486,1.8788073,0.58055866,0.00703946
-1.4678656,-0.6281275,1.5416478,2.026309,0.48466122,0.0073782243
-1.0172825,-0.5620368,1.0924399,1.6351926,0.5427527,0.007515743
-1.228325,-0.61253697,1.3276864,1.9580477,0.6303613,0.009936146
-1.3866174,-0.43727386,1.4996477,1.991896,0.49224833,0.011303026
-1.123863,-0.51440895,1.2298136,1.6767935,0.44697982,0.010595061
-1.3698508,-0.5692801,1.4549667,1.9818451,0.5268785,0.008511587
-1.0413387,-0.61094505,1.1505506,1.758095,0.6075444,0.010921193
-1.1746498,-0.5114143,1.2647682,1.8651838,0.6004156,0.009011846
-1.2473998,-0.5679234,1.3280197,1.8860602,0.5580405,0.008061989
-1.4198471,-0.511362,1.5190238,2.0249326,0.50590885,0.009917662
-1.1079562,-0.6016941,1.191484,1.7946564,0.6031724,0.008352777
-1.2032349,-0.567429,1.3302299,1.9396689,0.609439,0.012699502
-1.2722801,-0.5701335,1.3631183,2.017716,0.65459764,0.009083817
-1.2124546,-0.6446215,1.3075309,1.9611728,0.65364194,0.009507632
-1.2306,-0.56876445,1.3317838,2.084404,0.7526202,0.010118376
-1.273199,-0.6343586,1.3566339,1.9405675,0.5839336,0.008343497
-1.3930602,-0.66882885,1.4663702,2.0059447,0.5395745,0.007331008
-1.3408238,-0.5739634,1.4120401,1.9714794,0.5594393,0.007121631
-1.3393247,-0.65710485,1.4629351,2.0487604,0.5858253,0.01236104
-1.3778677,-0.71666855,1.4420758,2.0315018,0.5894259,0.0064208135
-1.450906,-0.6669913,1.5224556,2.023722,0.50126636,0.0071549593
-1.2107416,-0.5997859,1.276339,1.8818687,0.6055297,0.0065597366
-1.2976447,-0.5168438,1.393234,1.9697909,0.5765569,0.009558925
-1.2616907,-0.51869714,1.3562376,1.9381218,0.58188415,0.009454694
-1.3361735,-0.6113919,1.4212457,2.0340667,0.612821,0.008507218
-1.3735682,-0.65080506,1.4792331,2.115249,0.6360158,0.010566497
-1.3170885,-0.6122588,1.4360762,1.9776065,0.5415303,0.011898773
-1.1674922,-0.6215631,1.2670953,1.9013586,0.6342633,0.009960318
-1.352278,-0.6771789,1.4559224,2.073354,0.6174316,0.0103644375
-1.4105717,-0.6612389,1.5314511,2.1039658,0.57251465,0.012087943
-1.3286225,-0.63743424,1.4245206,2.002058,0.5775374,0.009589819
-1.4237325,-0.6435487,1.5391681,2.2122114,0.6730432,0.011543561
-1.4748193,-0.69684565,1.5530834,2.1447005,0.5916171,0.007826412
-1.3482168,-0.6795338,1.4702642,2.083703,0.6134388,0.012204745
-1.285133,-0.61182094,1.3963963,2.0472302,0.65083396,0.011126323
-1.2214144,-0.62155116,1.3490068,1.8710709,0.5220641,0.012759231
-1.280956,-0.61411136,1.3695061,1.9447796,0.5752735,0.008855003
-1.3363287,-0.6195821,1.4130096,2.0685248,0.6555152,0.0076680947
-1.2341325,-0.6690844,1.331864,1.948776,0.616912,0.009773151
-1.2854888,-0.63967335,1.4242631,2.0648365,0.6405734,0.013877429
-1.2999091,-0.66297543,1.3740711,2.0939846,0.7199135,0.0074162045
-1.2201172,-0.72581077,1.2819855,1.9222053,0.64021975,0.006186829
-1.2949617,-0.6349189,1.3708538,2.0609188,0.690065,0.007589209
-1.2477356,-0.564116,1.3062716,1.919965,0.61369354,0.0058535924
-1.1635586,-0.68440044,1.2904347,1.8497944,0.55935967,0.012687611
-1.4574318,-0.5618806,1.567113,2.1667588,0.59964573,0.010968128
-1.2659059,-0.7081326,1.3572075,1.9124653,0.5552578,0.009130163
-1.58231,-0.6046245,1.668297,2.2681975,0.5999004,0.008598708
-1.3290054,-0.6283697,1.46736,2.0479093,0.5805493,0.013835468
-1.1958289,-0.61832106,1.2664595,1.96727,0.7008106,0.0070630577
-1.4170644,-0.62477005,1.5028304,2.2774649,0.7746345,0.008576594
-1.4556794,-0.68871284,1.542545,2.1441636,0.60161865,0.008686559
-1.3306775,-0.6341733,1.4209694,2.050024,0.62905467,0.009029187
-1.3176018,-0.66613525,1.4393091,2.1105673,0.6712583,0.012170737
-1.3622366,-0.60303646,1.4617096,2.055472,0.5937623,0.0099473
-1.3743775,-0.6292589,1.468877,2.068305,0.59942806,0.009449948
-1.2078176,-0.7806873,1.3136461,1.9794251,0.66577905,0.010582859
-1.2997103,-0.637598,1.3613302,2.0215988,0.66026866,0.006161985
-1.2963514,-0.6430353,1.3990268,1.9860237,0.5869969,0.010267526
-1.3236554,-0.63140714,1.3783432,2.1510215,0.77267826,0.0054687914
-1.3441882,-0.6287676,1.4289848,2.0368176,0.6078328,0.008479655
-1.1788557,-0.6165972,1.2826234,1.854901,0.57227755,0.010376776
-1.4896688,-0.5463726,1.5966355,2.2223356,0.6257001,0.010696659
-1.2817737,-0.564957,1.3683901,1.9340549,0.5656648,0.008661641
-1.3252604,-0.5840487,1.4246578,2.0561867,0.63152885,0.009939741
-1.2972479,-0.65120566,1.3664368,2.011312,0.64487517,0.0069188955
-1.5637192,-0.6467544,1.6533947,2.2262743,0.57287955,0.008967553
-1.3259652,-0.5357454,1.3871065,1.9517767,0.5646702,0.006114134
-1.3536863,-0.49252498,1.4241737,1.988737,0.5645633,0.0070487345
-1.6376767,-0.5965068,1.7587748,2.2970443,0.5382696,0.012109806
-1.3748801,-0.59081167,1.4995792,2.0373368,0.53775764,0.012469908
-1.3949897,-0.49591884,1.5079894,2.0193577,0.5113683,0.011299972
-1.1222317,-0.55696595,1.2572925,1.8369997,0.57970715,0.013506075
-1.3809602,-0.5729598,1.4745281,2.046441,0.57191294,0.009356791
-1.363928,-0.6103067,1.4696506,1.9978325,0.5281819,0.01057227
-1.2583041,-0.6199162,1.3518686,1.8722312,0.5203626,0.0093564475
-1.2877612,-0.58848226,1.3964856,2.0258622,0.62937665,0.01087243
-1.2958641,-0.63319385,1.4042748,1.9724914,0.56821656,0.010841075
-1.2607107,-0.6423429,1.353823,1.9715518,0.61772877,0.009311229
-1.355506,-0.59237623,1.4791944,2.0486884,0.56949395,0.012368842
-1.2162054,-0.65163845,1.2795858,1.8410071,0.5614212,0.0063380515
-1.4490939,-0.6472528,1.5556424,2.1425886,0.58694625,0.010654846
-1.2642953,-0.7166884,1.3420129,1.9581101,0.6160972,0.0077717584
-1.3049225,-0.70373416,1.3857751,2.022798,0.637023,0.00808526
-1.1982625,-0.5666337,1.2646111,1.9356477,0.6710366,0.006634862
-1.6156819,-0.60710156,1.6954724,2.3514483,0.65597594,0.007979048
-1.2385803,-0.623006,1.3225653,1.9232683,0.600703,0.0083984975
-1.4277482,-0.57142246,1.5249428,2.173514,0.64857113,0.009719456
-1.469739,-0.63284254,1.5816263,2.1139622,0.5323359,0.011188732
-1.3952984,-0.59963906,1.5211606,2.167833,0.6466725,0.012586221
-1.4634957,-0.54258263,1.5385427,2.1384084,0.59986573,0.0075047067
-1.2945457,-0.57597435,1.3950034,2.0295932,0.6345898,0.010045784
-1.399772,-0.6340716,1.4897316,2.1466835,0.6569519,0.0089959465
-1.2406131,-0.58668214,1.3231891,1.8993983,0.5762092,0.008257605
-1.4384723,-0.5794523,1.5123639,2.0476856,0.5353217,0.0073891664
-1.2591515,-0.57907915,1.341525,2.000762,0.659237,0.008237353
-1.3253278,-0.5885416,1.4167719,2.008463,0.5916911,0.00914441
-1.30113,-0.63782823,1.3702629,1.9513326,0.58106965,0.0069132783
-1.4125324,-0.6379641,1.5040667,2.1222005,0.6181338,0.009153425
-1.2021891,-0.6673624,1.2605335,1.9393148,0.6787814,0.005834436
-1.5192772,-0.7197715,1.6129725,2.269661,0.6566885,0.009369529
-1.4161887,-0.6492911,1.5461285,2.2029324,0.65680385,0.012993981
-1.2416396,-0.66182137,1.3472457,2.0263848,0.67913914,0.010560611
-1.3044115,-0.6622287,1.4098301,2.0830984,0.6732684,0.010541853
-1.3321002,-0.6367749,1.4225237,2.1893976,0.7668739,0.009042364
-1.3490518,-0.70759004,1.4322896,2.1823056,0.75001603,0.008323777
-1.3153583,-0.6543482,1.3810108,2.1007032,0.71969247,0.006565245
-1.2227944,-0.73459584,1.3138651,2.0100493,0.6961843,0.00910707
-1.2448808,-0.7836437,1.3840824,2.0596287,0.6755463,0.01392016
-1.2721052,-0.6622362,1.3497323,2.0097022,0.6599699,0.007762707
-1.3463526,-0.7664884,1.4331636,2.2207232,0.7875595,0.008681104
-1.3099965,-0.7032677,1.4227707,2.1359782,0.7132074,0.01127742
-1.1205127,-0.73186845,1.1794719,1.9219003,0.7424284,0.005895908
-1.3421115,-0.7417607,1.4331273,2.1919923,0.758865,0.009101579
-1.4324569,-0.66789234,1.4850696,2.2319438,0.7468742,0.0052612834
-1.1796831,-0.7608165,1.2696402,2.0182223,0.7485822,0.0089957155
-1.4204785,-0.68418413,1.5438802,2.2749524,0.7310721,0.012340177
-1.2507479,-0.7005714,1.3321497,2.025001,0.6928513,0.008140179
-1.153538,-0.7551611,1.2577829,1.9662678,0.7084849,0.010424498
-1.2584584,-0.70670116,1.3721828,2.1157331,0.74355024,0.011372448
-1.2781041,-0.68538415,1.356849,2.0582666,0.7014177,0.007874483
-1.2713481,-0.6584897,1.3419855,2.065601,0.7236157,0.0070637353
-1.1535074,-0.7049732,1.2293738,1.9112787,0.6819049,0.0075866506
-1.4177616,-0.6305669,1.4870477,2.0372074,0.55015975,0.0069286115
-1.2920941,-0.5902367,1.437831,2.095623,0.657792,0.014573696
-1.3658084,-0.62502885,1.4406329,2.0694299,0.62879694,0.0074824593
-1.2822756,-0.53503513,1.3737329,2.0032554,0.62952244,0.009145735
-1.5083436,-0.6152506,1.6048867,2.2084436,0.603557,0.00965431
-1.429426,-0.5259876,1.537242,2.0704422,0.53320014,0.010781607
-1.431634,-0.5326836,1.5081646,2.0193033,0.5111387,0.0076530734
-1.3652929,-0.5301523,1.4350592,1.991921,0.55686176,0.006976629
-1.2306272,-0.69888186,1.3197243,1.926966,0.6072417,0.008909714
-1.0984051,-0.62088275,1.2008381,1.695697,0.4948588,0.010243299
-1.30236,-0.57049036,1.4271266,2.0333276,0.60620093,0.012476656
-1.5832437,-0.6595869,1.7009585,2.2361984,0.53523993,0.011771478
-1.4608917,-0.6117823,1.5469432,2.1071184,0.56017524,0.008605141
-1.4680467,-0.53287613,1.5628363,2.1083093,0.545473,0.009478964
-1.261899,-0.5448549,1.3507682,1.955421,0.60465276,0.008886922
-1.2860887,-0.5217281,1.3898998,1.9850235,0.59512365,0.010381111
-1.5975347,-0.5137852,1.6943415,2.234017,0.53967535,0.009680688
-1.7327461,-0.46589768,1.853818,2.3331466,0.4793285,0.012107199
-1.6141545,-0.53392935,1.7496803,2.2828565,0.53317624,0.013552582
-1.1531944,-0.49375474,1.2496673,1.8191605,0.5694932,0.009647289
-1.4088262,-0.5469154,1.4794532,2.0819707,0.6025175,0.0070626996
-1.3121849,-0.61091185,1.4542003,2.0479233,0.5937231,0.014201532
-1.2482797,-0.5954173,1.3292367,1.9693546,0.64011794,0.0080957
-1.2837512,-0.50054294,1.4427489,2.0581574,0.61540854,0.015899764
-1.3853265,-0.6259907,1.4765029,2.086932,0.6104291,0.009117635
-1.3739725,-0.59027565,1.4692993,2.0768788,0.60757947,0.009532682
-1.2447405,-0.6540571,1.3423725,2.0174434,0.6750709,0.009763205
-1.4338315,-0.6731738,1.5247706,2.1226664,0.59789574,0.009093918
-1.450454,-0.6479907,1.5442443,2.133346,0.5891018,0.009379035
-1.2392893,-0.63962716,1.3512225,2.0020633,0.6508407,0.011193324
-1.5337383,-0.6572646,1.6412464,2.3198786,0.67863214,0.010750822
-1.2540264,-0.67455155,1.356489,2.0241184,0.6676295,0.010246254
-1.2840734,-0.7307081,1.4100012,2.0868773,0.6768762,0.012592783
-1.3079016,-0.6190895,1.428578,2.0684166,0.6398386,0.012067642
-1.4994988,-0.6324017,1.5848672,2.201286,0.61641884,0.008536842
-1.357609,-0.6447747,1.4367807,2.1492572,0.7124765,0.0079171695
-1.3818209,-0.587934,1.4971528,2.1258526,0.6286998,0.011533191
-1.4046582,-0.6455902,1.5063057,2.2559466,0.74964094,0.010164746
-1.3591272,-0.6727402,1.436254,1.9892628,0.55300885,0.0077126874
-1.3307443,-0.49643964,1.4280471,2.0263155,0.5982684,0.009730279
-1.4793518,-0.63594556,1.5958104,2.1764238,0.5806134,0.011645861
-1.2525344,-0.53617465,1.3851985,1.9903078,0.60510933,0.0132664135
-1.1339633,-0.60614914,1.2127535,1.8483206,0.63556707,0.007879019
-1.3265581,-0.69630414,1.4279124,2.164621,0.73670876,0.01013542
-1.3303294,-0.68989646,1.4484109,2.1448827,0.6964718,0.01180814
-1.5157098,-0.63474566,1.5770304,2.2243907,0.6473603,0.0061320667
-1.2681669,-0.6256627,1.3770124,2.0290194,0.652007,0.010884544
-1.3317518,-0.6488769,1.4458666,2.010723,0.56485647,0.011411473
-1.249993,-0.7000273,1.3254504,1.9724616,0.64701116,0.00754574
-1.4425939,-0.6930181,1.5263696,2.2331371,0.7067676,0.008377567
-1.3750018,-0.7857552,1.5213976,2.1829882,0.6615905,0.014639579
-1.4720242,-0.70021975,1.5595298,2.335517,0.7759872,0.00875056
-1.4353265,-0.7253916,1.5373329,2.2530081,0.71567523,0.010200647
-1.2644267,-0.6544741,1.3574381,1.9871248,0.6296868,0.009301137
-1.3027072,-0.66021085,1.3700172,2.0846093,0.7145921,0.0067309984
-1.4190564,-0.67814386,1.569364,2.2335036,0.6641396,0.015030756
-1.329169,-0.584109,1.4169703,2.1443858,0.72741556,0.008780122
-1.140183,-0.6732558,1.2479708,1.9397258,0.691755,0.010778785
-1.2663343,-0.7011168,1.3497643,2.023853,0.6740887,0.008343004
-1.3377068,-0.7469919,1.4223129,2.082355,0.66004217,0.008460608
-1.28798,-0.6660218,1.4310147,2.201168,0.7701534,0.014303474
-1.4940685,-0.68022573,1.6154393,2.311049,0.6956097,0.0121370815
-1.6022593,-0.67344034,1.6979554,2.2914362,0.59348077,0.009569613
-1.3689054,-0.61827755,1.4739593,2.1611738,0.6872145,0.010505388
-1.3415289,-0.6334213,1.4778622,2.1535132,0.67565095,0.013633329
-1.4821818,-0.5784079,1.5862588,2.200525,0.6142663,0.0104077
-1.1850721,-0.67709816,1.2854016,1.9915581,0.7061565,0.0100329565
-1.3437026,-0.6789089,1.4583342,2.101275,0.6429407,0.011463171
-1.3087983,-0.6341962,1.3792496,2.098302,0.7190523,0.007045131
-1.3841504,-0.6632337,1.4734776,2.213568,0.74009037,0.008932718
-1.1761876,-0.7100408,1.3068576,2.0300279,0.7231703,0.01306699
-1.3778888,-0.7434538,1.436786,2.1926198,0.75583375,0.005889724
-1.3340081,-0.6877501,1.4167686,2.136447,0.71967834,0.00827605
-1.1803936,-0.7566787,1.318752,2.0857754,0.76702327,0.013835852
-1.2107683,-0.74218774,1.2906317,2.0099802,0.71934855,0.007986332
-1.202217,-0.65300524,1.3077838,1.9622283,0.6544444,0.010556683
-1.2867217,-0.65243626,1.3710809,2.0591369,0.688056,0.008435918
-1.2116034,-0.72275615,1.3415124,2.068248,0.72673553,0.012990901
-1.3278533,-0.6972061,1.4133607,2.1298566,0.7164959,0.008550743
-1.2562503,-0.7196062,1.3344007,2.073354,0.73895335,0.007815037
-1.1992524,-0.6773492,1.306937,2.0664654,0.7595284,0.010768456
-1.3790556,-0.7432544,1.4893544,2.257894,0.76853967,0.011029873
-1.3525847,-0.70302135,1.4353741,2.209978,0.77460396,0.00827894
-1.2838223,-0.76439637,1.361029,2.0947094,0.73368037,0.0077206753
-1.3927096,-0.73836005,1.4629543,2.2144856,0.7515313,0.0070244665
-1.4227414,-0.6962406,1.5456272,2.2583828,0.71275556,0.012288582
-1.2909896,-0.6791615,1.3822012,2.0725439,0.69034266,0.009121152
-1.4190643,-0.83759606,1.5335094,2.2744977,0.7409884,0.011444507
-1.3383416,-0.77810323,1.4315146,2.1484635,0.71694887,0.0093172975
-1.2137631,-0.6383206,1.2990493,1.9442332,0.6451839,0.008528616
-1.260086,-0.6526325,1.3437186,2.0289607,0.68524206,0.008363258
-1.264278,-0.695107,1.388646,2.1105032,0.7218572,0.012436794
-1.5463175,-0.638603,1.6394526,2.319037,0.6795844,0.009313509
-1.2705561,-0.65198404,1.3618714,1.9631754,0.60130405,0.009131525
-1.4274946,-0.66506445,1.5154941,2.1916628,0.6761687,0.00879995
-1.0506022,-0.7385392,1.1322181,1.8687514,0.7365332,0.008161599
-1.2711236,-0.76072097,1.3886697,2.1201613,0.73149157,0.011754608
-1.2749745,-0.8141097,1.3598938,2.1079783,0.7480846,0.008491933
-1.1101643,-0.7236966,1.2083797,1.9731812,0.7648015,0.009821543
-1.3834735,-0.7592433,1.4793901,2.1497757,0.6703856,0.009591667
-1.2699926,-0.7235764,1.3517061,2.088049,0.7363428,0.008171355
-1.4673717,-0.65549237,1.5489678,2.1540413,0.6050734,0.008159613
-1.523264,-0.739004,1.6540208,2.2763624,0.62234163,0.013075673
-1.3745956,-0.6973529,1.4661967,2.104031,0.6378344,0.009160106
-1.2532871,-0.70976985,1.3509316,2.061582,0.71065044,0.009764457
-1.309907,-0.67481244,1.3712877,2.0568123,0.6855246,0.006138073
-1.3943664,-0.74738556,1.5162234,2.237856,0.7216325,0.012185706
-1.4776306,-0.70057344,1.5551062,2.244421,0.68931484,0.0077475556
-1.2005738,-0.69854224,1.2896533,2.081195,0.7915418,0.00890795
-1.3827138,-0.68943554,1.4854956,2.1455507,0.6600552,0.010278179
-1.2111373,-0.68569475,1.390927,2.0677307,0.6768037,0.017978964
-1.414154,-0.7941936,1.5258152,2.213618,0.68780285,0.011166126
-1.1084294,-0.79968786,1.1995088,1.9397256,0.74021685,0.009107941
-1.3057386,-0.8069322,1.3605204,2.0372913,0.676771,0.005478182
-1.197754,-0.7667686,1.2638268,1.9861468,0.72232,0.0066072787
-1.4288032,-0.6827764,1.514884,2.226932,0.712048,0.008608074
-1.2898942,-0.7075428,1.4430602,2.175895,0.7328349,0.015316593
-1.4390765,-0.66991603,1.5015683,2.2102582,0.7086899,0.00624918
-1.2817721,-0.78602606,1.3829939,2.148206,0.765212,0.010122182
-1.4196682,-0.70187294,1.5369865,2.268164,0.73117745,0.011731826
-1.2205114,-0.6764538,1.3012571,2.0640821,0.76282495,0.008074576
-1.0966854,-0.7654872,1.1795714,1.9309773,0.751406,0.008288604
-1.3655273,-0.763205,1.4712493,2.1220803,0.6508309,0.010572212
-1.3955487,-0.7253789,1.4941858,2.2386441,0.7444583,0.009863715
-1.4553573,-0.6926843,1.563656,2.3402276,0.77657163,0.010829867
-1.215212,-0.79149336,1.2913586,2.0394526,0.74809396,0.007614664
-1.2777882,-0.7911886,1.429398,2.1617093,0.73231137,0.015160974
-1.3337046,-0.8404058,1.4207022,2.1789262,0.758224,0.0086997645
-1.3062352,-0.7730018,1.3903359,2.1322598,0.7419239,0.008410076
-1.4054426,-0.79973793,1.5400912,2.274063,0.73397195,0.013464855
-1.2955488,-0.6662991,1.3776116,2.093979,0.71636724,0.008206287
-1.2118917,-0.7748241,1.31442,2.0798125,0.76539254,0.010252834
-1.4497726,-0.74161994,1.5503002,2.3003087,0.75000846,0.01005277
-1.4273881,-0.6578949,1.505581,2.2376225,0.7320415,0.007819299
-1.4101659,-0.6909889,1.523799,2.300907,0.77710795,0.0113633
-1.1222014,-0.77623284,1.1674321,1.8792111,0.711779,0.0045230687
-1.3841063,-0.6876892,1.4715605,2.1409328,0.6693723,0.008745423
-1.0955788,-0.799033,1.2077757,2.0381255,0.8303498,0.011219697
-1.1882395,-0.7606739,1.2625936,2.0488472,0.7862536,0.007435419
-1.4595152,-0.78591156,1.5305955,2.2612314,0.7306358,0.0071080336
-1.1805229,-0.68413967,1.313941,2.134166,0.82022494,0.013341802
-1.1699178,-0.66032195,1.2642565,2.10283,0.8385735,0.009433868
-1.0622327,-0.75575674,1.1546896,1.9706991,0.8160095,0.009245684
-1.2558483,-0.75239563,1.323061,2.0028741,0.6798132,0.006721272
-1.1711049,-0.75130564,1.270169,1.9835604,0.7133914,0.009906407
-1.1293825,-0.7282189,1.231769,2.0317843,0.80001533,0.010238644
-1.3424531,-0.73912656,1.4116715,2.1371698,0.7254983,0.0069218343
-1.1048554,-0.7129498,1.1949311,1.9577291,0.76279795,0.009007569
-1.2330523,-0.765389,1.3710432,2.0552344,0.6841913,0.013799099
-1.4059361,-0.7888051,1.506113,2.2529294,0.74681634,0.010017697
-1.1982208,-0.77480334,1.2999617,2.024589,0.7246274,0.010174079
-1.3618429,-0.64654565,1.489347,2.2489138,0.7595668,0.012750412
-1.3018296,-0.77224565,1.4012389,2.1615496,0.76031065,0.009940934
-1.245251,-0.8085332,1.3203225,1.9836109,0.66328835,0.0075071477
-1.4844093,-0.7293194,1.5558212,2.286057,0.73023576,0.00714119
-1.4528047,-0.79099846,1.5396987,2.3044157,0.764717,0.008689408
-1.2674426,-0.82669544,1.3503532,2.2004237,0.85007054,0.008291064
-1.2963684,-0.7821224,1.4252096,2.1811032,0.7558936,0.012884123
-1.5040303,-0.74307716,1.5989118,2.4021444,0.80323267,0.009488145
-1.3102973,-0.83938754,1.4686707,2.185548,0.71687734,0.015837342
-1.3962891,-0.7783268,1.514257,2.2028847,0.6886277,0.011796782
-1.195705,-0.7157083,1.2764804,2.077779,0.8012986,0.008077534
-1.4724884,-0.825606,1.5241385,2.2377148,0.7135763,0.005165009
-1.3477205,-0.7543483,1.4072461,2.1072161,0.69997,0.0059525566
-1.379986,-0.7769865,1.4470925,2.153883,0.70679045,0.0067106513
-1.2947788,-0.7816311,1.3832573,2.1449852,0.7617279,0.00884785
-1.1780045,-0.7251264,1.2625343,2.0874274,0.8248931,0.008452972
-1.2717044,-0.80506384,1.3608296,2.1436057,0.7827761,0.00891252
-1.3864782,-0.7874422,1.5088302,2.2510889,0.74225867,0.012235205
-1.4736619,-0.75790215,1.5645372,2.355301,0.79076374,0.009087523
-1.336697,-0.74704134,1.4208126,2.3132958,0.89248323,0.008411568
-1.2338922,-0.77758765,1.3247902,2.1340365,0.8092463,0.0090898
-1.2737134,-0.75491965,1.37373,2.1461546,0.7724247,0.01000166
-1.2774808,-0.76275086,1.3521342,2.1691284,0.81699413,0.0074653416
-1.2935752,-0.7692689,1.3904276,2.0945177,0.7040902,0.009685242
-1.3887105,-0.7870001,1.4851122,2.2714577,0.78634554,0.009640163
-1.2648464,-0.65101576,1.350653,2.1109319,0.7602788,0.008580662
-1.2324669,-0.80923235,1.334962,2.1242752,0.7893132,0.010249504
-1.2660385,-0.8244937,1.3856683,2.120197,0.7345288,0.011962977
-1.336499,-0.7450727,1.4324822,2.2338228,0.80134064,0.009598329
-1.4477887,-0.7467022,1.5458603,2.358144,0.8122837,0.009807159
-1.2487495,-0.6932262,1.3862832,2.1383438,0.75206065,0.013753366
-1.3159254,-0.65209234,1.397859,2.1162786,0.7184197,0.008193362
-1.2750002,-0.71843845,1.3403354,2.0698614,0.72952604,0.006533516
-1.3598733,-0.75230086,1.4320434,2.0698774,0.63783395,0.00721701
-1.1957242,-0.7226893,1.253144,1.9922738,0.7391297,0.0057419837
-1.1087543,-0.71823126,1.2178596,1.9423351,0.7244755,0.01091053
-1.3104424,-0.7632801,1.3903779,2.1206105,0.7302326,0.007993537
-1.2883329,-0.81351256,1.3388613,2.0711403,0.73227894,0.005052835
-1.2860432,-0.74378633,1.3781729,2.1097436,0.7315707,0.009212975
-1.2749177,-0.7580284,1.3817345,2.1618438,0.7801093,0.010681679
-1.2197313,-0.69521904,1.2997003,2.0999181,0.80021787,0.007996898
-1.1948481,-0.7829498,1.2679257,2.132938,0.86501217,0.0073077735
-1.4238721,-0.84568936,1.4898844,2.2689013,0.7790169,0.006601223
-1.1268705,-0.73188365,1.2355404,2.0092163,0.77367586,0.010866993
-1.2020912,-0.7481675,1.2643092,2.0079076,0.7435984,0.006221791
-1.5174638,-0.8318287,1.6600453,2.4141316,0.7540864,0.014258143
-1.1449594,-0.7762342,1.2491784,2.0632606,0.81408215,0.010421898
-1.3313618,-0.7726799,1.4262013,2.1882887,0.7620873,0.009483963
-1.1413049,-0.74358976,1.2077838,2.1131554,0.90537155,0.006647901
-1.3921245,-0.6670666,1.4483958,2.224023,0.77562726,0.0056271367
-1.3327758,-0.81236356,1.414121,2.1202903,0.70616925,0.008134516
-1.3450108,-0.7059445,1.4449897,2.2010298,0.7560401,0.009997891
-1.4293503,-0.78470856,1.5057448,2.3025901,0.7968453,0.0076394603
-1.3975363,-0.70742923,1.4807045,2.2541063,0.7734017,0.008316827
-1.1827158,-0.85919034,1.3205261,2.110437,0.78991085,0.013781037
-1.3682479,-0.88518023,1.4548113,2.268798,0.8139868,0.008656352
-1.4161216,-0.685827,1.549622,2.2905617,0.7409396,0.013350043
-1.118791,-0.68201435,1.1879749,2.0205448,0.8325698,0.006918397
-1.267167,-0.7719259,1.377762,2.1034207,0.7256588,0.011059495
-1.2351022,-0.88715374,1.3157773,2.0516834,0.73590606,0.008067518
-1.2120453,-0.67590326,1.2781436,1.9929259,0.71478224,0.006609836
-1.41125,-0.7791482,1.4913573,2.2886558,0.79729843,0.008010732
-1.1351203,-0.8119157,1.2159824,2.0363088,0.82032627,0.008086216
-1.3024076,-0.771274,1.3911458,2.1779652,0.78681934,0.008873823
-1.2030998,-0.7857221,1.3157262,2.0515857,0.7358595,0.011262626
-1.3893809,-0.74133074,1.4901476,2.2846227,0.7944751,0.0100766625
-1.3499101,-0.8517319,1.4225466,2.247495,0.8249483,0.0072636483
-1.2820932,-0.7606101,1.3326763,2.1378977,0.80522144,0.00505831
-1.3581479,-0.8043133,1.4174368,2.205521,0.78808427,0.0059289
-1.3628868,-0.79277563,1.4933274,2.2614136,0.76808614,0.013044059
-1.4500964,-0.78052056,1.5533601,2.2868533,0.7334932,0.010326374
-1.2656021,-0.8026963,1.3526464,2.147486,0.7948396,0.008704428
-1.33286,-0.80262905,1.4624068,2.2257347,0.76332796,0.0129546765
-1.2915487,-0.7755014,1.3999903,2.183225,0.7832346,0.010844162
-1.2207419,-0.7154596,1.3193288,2.1519651,0.83263636,0.0098586865
-1.3312073,-0.74590963,1.4176786,2.2361212,0.8184426,0.008647133
-1.3595651,-0.7510362,1.4490813,2.1464272,0.69734585,0.008951617
-1.4805079,-0.71348405,1.578253,2.2941968,0.7159438,0.009774516
-1.337591,-0.77250016,1.4482338,2.1936874,0.74545354,0.011064275
-1.1852877,-0.7444432,1.3156427,2.1056361,0.7899934,0.013035506
-1.1241157,-0.82107705,1.2271644,1.989918,0.7627536,0.010304872
-1.4868425,-0.78648067,1.5602686,2.2612967,0.7010281,0.0073426175
-1.2935151,-0.7270781,1.3917842,2.1320834,0.74029917,0.009826912
-1.3580066,-0.7308346,1.4501176,2.2367668,0.78664917,0.009211102
-1.3184578,-0.72774875,1.3929809,2.1569393,0.76395833,0.007452311
-1.3482381,-0.66517526,1.4677256,2.194921,0.7271954,0.011948748
-1.2667693,-0.68105125,1.3431177,2.0263464,0.68322873,0.007634838
-1.302126,-0.6672145,1.3905497,2.0689242,0.6783745,0.008842362
-1.3600172,-0.6199043,1.4568012,2.2086558,0.75185466,0.009678397
-1.398989,-0.64642304,1.5338142,2.1724722,0.63865805,0.013482525
-1.5937073,-0.6909239,1.6972717,2.3035264,0.6062547,0.010356443
-1.360588,-0.6836152,1.5012761,2.175023,0.67374694,0.014068822
-1.2083166,-0.7228496,1.2882755,2.008758,0.7204826,0.007995889
